origin_stop_id,dest_stop_id,time_bin_id,is_structural_zero,primary_reason,triggered_rules,feasible,minimum_transfers,minimum_initial_wait_minutes,minimum_journey_time_minutes,feasible_departure_count,earliest_arrival_seconds
BERNEX_HAINARD,MEYRIN_BOIS_DU_LAN,t0700,false,,,true,1,0,45.983333333333334,12,27600
BERNEX_HAINARD,MEYRIN_BOIS_DU_LAN,t0730,false,,,true,1,0,47.983333333333334,13,29400
BERNEX_HAINARD,MEYRIN_BOIS_DU_LAN,t0800,false,,,true,1,0,46.983333333333334,13,31080
BERNEX_HAINARD,MEYRIN_BOIS_DU_LAN,t0830,false,,,true,1,0,46.983333333333334,9,32760
BERNEX_HAINARD,MEYRIN_CERN,t0700,false,,,true,1,0,50.983333333333334,12,27900
BERNEX_HAINARD,MEYRIN_CERN,t0730,false,,,true,1,0,52.983333333333334,13,29760
BERNEX_HAINARD,MEYRIN_CERN,t0800,false,,,true,1,0,51.983333333333334,13,31440
BERNEX_HAINARD,MEYRIN_CERN,t0830,false,,,true,1,0,51.983333333333334,9,33060
BERNEX_HAINARD,MEYRIN_FORUMEYRIN,t0700,false,,,true,0,0,43.983333333333334,12,27180
BERNEX_HAINARD,MEYRIN_FORUMEYRIN,t0730,false,,,true,0,0,45.983333333333334,13,29040
BERNEX_HAINARD,MEYRIN_FORUMEYRIN,t0800,false,,,true,0,0,44.983333333333334,13,30720
BERNEX_HAINARD,MEYRIN_FORUMEYRIN,t0830,false,,,true,0,0,44.983333333333334,9,32640
BERNEX_HAINARD,MEYRIN_GRAVIERE,t0700,false,,,true,0,0,47.983333333333334,12,27420
BERNEX_HAINARD,MEYRIN_GRAVIERE,t0730,false,,,true,0,0,49.983333333333334,13,29280
BERNEX_HAINARD,MEYRIN_GRAVIERE,t0800,false,,,true,0,0,48.983333333333334,13,30960
BERNEX_HAINARD,MEYRIN_GRAVIERE,t0830,false,,,true,0,0,48.983333333333334,9,32880
BERNEX_HAINARD,MEYRIN_HOPITAL_DE_LA_TOUR,t0700,false,,,true,1,0,48.983333333333334,12,27780
BERNEX_HAINARD,MEYRIN_HOPITAL_DE_LA_TOUR,t0730,false,,,true,1,0,50.983333333333334,13,29640
BERNEX_HAINARD,MEYRIN_HOPITAL_DE_LA_TOUR,t0800,false,,,true,1,0,49.983333333333334,13,31320
BERNEX_HAINARD,MEYRIN_HOPITAL_DE_LA_TOUR,t0830,false,,,true,1,0,49.983333333333334,9,32940
BERNEX_HAINARD,MEYRIN_JARDIN_ALPIN_VIVARIUM,t0700,false,,,true,0,0,41.983333333333334,12,27060
BERNEX_HAINARD,MEYRIN_JARDIN_ALPIN_VIVARIUM,t0730,false,,,true,0,0,43.983333333333334,13,28920
BERNEX_HAINARD,MEYRIN_JARDIN_ALPIN_VIVARIUM,t0800,false,,,true,0,0,43.983333333333334,13,30660
BERNEX_HAINARD,MEYRIN_JARDIN_ALPIN_VIVARIUM,t0830,false,,,true,0,0,42.983333333333334,9,32520
BERNEX_HAINARD,MEYRIN_MAISONNEX,t0700,false,,,true,1,0,49.983333333333334,12,27840
BERNEX_HAINARD,MEYRIN_MAISONNEX,t0730,false,,,true,1,0,51.983333333333334,13,29700
BERNEX_HAINARD,MEYRIN_MAISONNEX,t0800,false,,,true,1,0,50.983333333333334,13,31380
BERNEX_HAINARD,MEYRIN_MAISONNEX,t0830,false,,,true,1,0,50.983333333333334,9,33000
BERNEX_HAINARD,MEYRIN_VAUDAGNE,t0700,false,,,true,0,0,44.983333333333334,12,27240
BERNEX_HAINARD,MEYRIN_VAUDAGNE,t0730,false,,,true,0,0,46.983333333333334,13,29100
BERNEX_HAINARD,MEYRIN_VAUDAGNE,t0800,false,,,true,0,0,46.983333333333334,13,30840
BERNEX_HAINARD,MEYRIN_VAUDAGNE,t0830,false,,,true,0,0,45.983333333333334,9,32700
BERNEX_HAINARD,MEYRIN_VILLAGE,t0700,false,,,true,1,0,47.983333333333334,12,27720
BERNEX_HAINARD,MEYRIN_VILLAGE,t0730,false,,,true,1,0,49.983333333333334,13,29520
BERNEX_HAINARD,MEYRIN_VILLAGE,t0800,false,,,true,1,0,48.983333333333334,13,31200
BERNEX_HAINARD,MEYRIN_VILLAGE,t0830,false,,,true,1,0,48.983333333333334,9,32820
BERNEX_HAINARD,ONEX_BANDOL,t0700,false,,,true,0,0,8.9833333333333325,12,25080
BERNEX_HAINARD,ONEX_BANDOL,t0730,false,,,true,0,0,8.9833333333333325,13,26820
BERNEX_HAINARD,ONEX_BANDOL,t0800,false,,,true,0,0,9.9833333333333325,13,28500
BERNEX_HAINARD,ONEX_BANDOL,t0830,false,,,true,0,0,8.9833333333333325,9,30480
BERNEX_HAINARD,ONEX_SALLE_COMMUNALE,t0700,false,,,true,0,0,7.9833333333333334,12,25020
BERNEX_HAINARD,ONEX_SALLE_COMMUNALE,t0730,false,,,true,0,0,7.9833333333333334,13,26760
BERNEX_HAINARD,ONEX_SALLE_COMMUNALE,t0800,false,,,true,0,0,7.9833333333333334,13,28380
BERNEX_HAINARD,ONEX_SALLE_COMMUNALE,t0830,false,,,true,0,0,7.9833333333333334,9,30420
BERNEX_HAINARD,PETIT_LANCY_LES_ESSERTS,t0700,false,,,true,0,0,10.983333333333333,12,25200
BERNEX_HAINARD,PETIT_LANCY_LES_ESSERTS,t0730,false,,,true,0,0,10.983333333333333,13,26940
BERNEX_HAINARD,PETIT_LANCY_LES_ESSERTS,t0800,false,,,true,0,0,10.983333333333333,13,28620
